v1,v2
use,"Así como el reconocimiento del asilo diplomático, la redacción de Código Bustamente (o Código de Derecho Internacional Privado), el sistema interamericano de derechos humanos (Declaración Americana de los Derechos y Deberes del Hombre, la Convención Americana sobre Derechos Humanos junto con sus protocolos y convenciones asociadas y la Carta democrática de la OEA)."
use,"Tricolor es el nombre por el que es conocida la bandera canaria blanca, azul y amarilla con siete estrellas verdes, utilizada normalmente por grupos independentistas. Pese a que la bandera oficial de la Comunidad Autónoma de Canarias también es una tricolor, esta denominación generalmente se usa para hacer referencia específicamente a la bandera nacionalista."
use,"tanto la bandera autonómica como la tricolor están inspiradas en la bandera creada en 1961 por el movimiento nacionalista y de izquierda Canarias Libre. En 1961 Canarias Libre, crea una bandera canaria uniendo los colores de la bandera de Tenerife y Gran Canaria utilizando franjas verticales. Su diseño se le atribuye a María del Carmen Sarmiento, Jesús Cantero y Arturo Cantero. "
use,"Dicha bandera sería izada por primera vez en Teror (Gran Canaria) en la víspera de la festividad de la Virgen del Pino, y sería utilizada en las reivindicaciones del Movimiento Canarias Libre. Esta bandera lograría una rápida difusión y aceptación entre la población, aunque ya desligada de toda reivindicación política. Ello explica que esta bandera fuera aceptada incluso por grupos de derecha o partidarios de una España centralizada."
use,"El socialismo es una ideología política basada en el principio de que una sociedad debe existir de tal manera que el colectivo popular tenga el control de los medios de producción y, por lo tanto, del poder político. Sin embargo, en la práctica el significado de facto del socialismo ha ido cambiando con el transcurso del tiempo. Aunque es un término político bastante cargado, permanece fuertemente vinculado con el establecimiento de una clase trabajadora organizada, creada ya sea mediante revolución o evolución social, con el propósito de construir una sociedad sin clases"
use,"También se ha enfocado últimamente a las reformas sociales de las democracias modernas. El concepto y término socialista se refieren a un grupo de ideologías, un sistema económico o un estado que existe, existió o existirá..."
use,"Socialismo del siglo XXI es un término político usado para describir una interpretación de los principios socialistas defendido primeramente por Heinz Dieterich Steffan en 1996 y más tarde por varios líderes latinoamericanos de Venezuela, Ecuador, Bolivia, Brasil y Nicaragua."
use,"El socialismo del siglo XXI afirma que tanto el capitalismo industrial de libre mercado como el socialismo del siglo XX han fracasado al resolver los problemas más urgentes de la humanidad, como la pobreza, el hambre, la explotación, la opresión económica, el sexismo, el racismo, la destrucción de los recursos naturales o la ausencia de una verdadera participación democrática."
use,"Su objetivo principal es lograr una sociedad democrática, participativa, socialista y sin clases sociales, teniendo en cuenta que las condiciones históricas y locales son únicas, implementando para ello procesos de planificación más descentralizados y participativos. El socialismo del siglo XXI contrasta con aplicaciones previas del socialismo en otros países, conteniendo elementos de democracia socialista y de revisionismo marxista."
use,"l Estado y la Revolución es un libro escrito por Lenin entre agosto y septiembre de 1917, mientras se encontraba en la clandestinidad en Finlandia. Es un texto fundamental, en la medida en que fue redactado entre la primera etapa (febrero) y la segunda etapa (octubre) de la revolución rusa de 1917. Por eso se ha considerado que esta obra, junto con otras del mismo período, proporciona claves para comprender la idea que tenía Lenin de lo que iba a ser y de lo que debía ser dicha revolución."
non,Participantes Ruy Mauro Marini Índice I.
non,Luis Coronel Joss Favela Javier Rosas Afaz Natural Diego Verdaguer Sofia Mata Sofía Muñoz Eddie Schobert A La Mich Los Siblings René Descartes Aristóteles Marie Curie Charles Darwin Demócrito Historia de Cincinnati Bengals Historia del Super Bowl LVI Nicolás de la Cruz Arcosa Julián Álvarez Juan Ignacio Dinenno Henry David Thoreau Madame de Staël Ósip Brik Bernhard Förster Elisabeth Förster-Nietzsche Sócrates René Descartes Platón Aristóteles Pierre Bayle Víktor Yanukóvich Yulia Timoshenko Petró Poroshenko Volodímir Zelenski Xiomara Castro Publicado en Por
non,jpg:
non,via Wikimedia Commons CC BY-SA 3.0
non,"RusPrincipalities_of_Kievan_Rus’_(1054-1132).jpg: SeikoEnEurope_relief_laea_location_map.jpg: Alexrk2derivative work: Das steinerne Herz, "
non,Contacto
non,Fuente: Archivo de
non,Versión en portugués:
use,"El terrorismo es principalmente el uso sistemático del terror, especialmente utilizado como medio de coerción. En la actualidad, no existe una definición acordada internacionalmente del terrorismo. Las definiciones comunes de terrorismo se refieren únicamente a los actos violentos que están destinadas a crear miedo (terror), son perpetrados para un objetivo ideológico (contrario a un ataque hecho por un ""lobo solitario""), y se dirigen de forma deliberada, comúnmente el atacante se suicida o muere abatido. Algunas definiciones también incluyen actos de violencia ilegal y la guerra. La historia de las organizaciones terroristas sugiere que el terrorismo no tiene eficacia política."
use,"Los terroristas solitarios tienden a estar motivados por un deseo de solidaridad social con otros miembros de su organización que por las plataformas políticas u objetivos estratégicos, que son a menudo oscuros e indefinidos. La palabra ""terrorismo"" es política y emocionalmente cargada, y esto complica en gran medida la dificultad de proporcionar una definición precisa. Los estudios han encontrado más de 100 definiciones de ""terrorismo"". El concepto de terrorismo es en sí controvertido, ya que se utiliza a menudo por los estados para deslegitimar a los oponentes políticos o extranjeros, y potencialmente legitimar el uso propio del estado de terror en contra de ellos. Un término menos política y emocionalmente cargada, y mejor definido, (utilizado no sólo para los terroristas, y no incluye a todos los que han sido descritos como terroristas) es un acto violento no estatal."
use,"El terrorismo ha sido practicado por un amplio abanico de organizaciones políticas para promover sus objetivos. Ha sido practicado por los partidos tanto de derechas y de izquierdas políticas, grupos nacionalistas, grupos religiosos, revolucionarios, y los gobiernos de turno. Una forma es el uso de la violencia contra los no combatientes con el fin de obtener publicidad para un grupo, causa, o individuo."
non,ISSN: 1909-3063 | e-ISSN: 1909-7743 Indexación Publindex C Dialnet RedALyC Redib Fuente Academica Scielo Clase Latindex DOAJ Instrucciones Intrucciones para autoresCómo enviar un artículo
non,VideoCómo cargar una versión corregida - VideoCómo diligenciar metadatos en OJSInstrucciones para revisoresCómo hacer una revisión - VideoInstrucciones para editoresCómo enviar un artículo a revisiónCómo enviar correcciones a los autores
non,A .gov website belongs to an official government organization in the United States
non,Manténgase informado sobre las últimas noticias y eventos de la Oficina de Lucha contra el Terrorismo y otras cuestiones sobre el tema.
non,Ir a la página.
non,Tweets by
non,Todo lo que necesita saber acerca de los bienes de consumo
non,Identificar las oportunidades del futuro de la economía digital
non,temas clave en movilidad
non,"Universidad Autónoma del Estado de México, México."
non,Correo electrónico: asaellmm@hotmail.com; rafa_cd2000@yahoo.com.mx
non, sobre el mundo de la publicidad y los medios de comunicación
non,Descarga reservada a los usuarios de la Cuenta Single
non,Descarga reservada a los usuarios de la Cuenta Single Descarga reservada a los usuarios de la Cuenta Single Acceda a información detallada sobre la fuente con la Cuenta Single. Acceda a más datos relevantes sobre la estadística con la Cuenta Single.
non,"Tan pronto como exista una actualización disponible para esta estadística, recibirá una notificación por correo electrónico."
use,"La religión es una actividad humana que suele abarcar creencias y prácticas sobre cuestiones de tipo existencial, moral y sobrenatural. Hay religiones que están organizadas de formas más o menos precisas, mientras que otras carecen de estructura formal; unas y otras pueden estar más o menos integradas en las tradiciones culturales de la sociedad o etnia en la que se practican. El término hace referencia tanto a las creencias y prácticas personales como a ritos y enseñanzas colectivas. Actualmente se estima que hay más de 4.200 religiones en todo el mundo."
use,"Carlos de Foucauld (Estrasburgo, 15 de septiembre de 1858-Tamanrasset, 1 de diciembre de 1916), en francés Charles de Foucauld, fue en su madurez un místico contemplativo, referente contemporáneo de la llamada «espiritualidad del desierto». Su personalidad polifacética se manifestó en su carácter de militar en Argelia y de explorador y geógrafo en Marruecos, y más tarde en su búsqueda espiritual, en su itinerario trapense por Francia y el Imperio otomano y en su sacerdocio en el Sahara argelino, donde transcurrieron los últimos quince años de su vida."
